Names,AbsoluteError_1item_4secs,AbsoluteError_3items_4secs,Misbinding_Simple_1item_4secs,Misbinding_Simple_3items_4secs,Guessing_Simple_1item_4secs,Guessing_Simple_3items_4secs,Target_Simple_1item_4secs,Target_Simple_3items_4secs,IdentificationTime_1item_4secs,IdentificationTime_3items_4secs,LocalisationTime_1item_4secs,LocalisationTime_3items_4secs,ProportionCorrect_1item_4secs,ProportionCorrect_3items_4secs,Imprecision_Simple_1item_4secs,Imprecision_Simple_3items_4secs,
Short_Fractals1&3_Harmer_UCB2_018_2019-05-10T09-59-08-358Z.mat,51.1949676,147.9825923,0,0.227488889,0.19006,0.252244444,0.80994,0.520266667,1.3646,2.474388889,4.02705,5.202722222,1,0.9,51.1949676,69.51353147,10/05/2019
Short_Fractals1&3_Harmer_UCB2_008_2_2019-05-14T08-35-22-636Z.mat,39.42087645,102.6769103,0,0.102810526,0.06838,0.113957895,0.93162,0.783231579,1.3758,2.851631579,3.53775,4.832894737,1,0.95,39.42087645,66.07904837,14/05/2019
Short_Fractals1&3_Harmer_UCB2_007_1_2019-05-15T09-43-42-827Z.mat,34.84169003,98.87524169,0,0.1493,0.07635,0.108466667,0.92365,0.742233333,1.09455,1.886388889,4.4402,5.959444444,1,0.9,34.84169003,49.01694888,15/05/2019
Short_Fractals1&3_Harmer_UCB2_023_1_2019-05-16T09-37-27-766Z.mat,54.47163763,171.6457856,0,0.2475,0.113442105,0.188944444,0.886557895,0.563555556,1.152789474,3.159888889,3.195736842,6.539277778,0.95,0.9,54.47163763,81.78866852,16/05/2019
Short_Fractals1&3_Harmer_UCB2_10-2_2019-05-16T08-07-11-757Z.mat,31.97336356,66.85528891,0,0.09579,0.05454,0.07975,0.94546,0.82446,1.0805,1.83715,3.12755,3.89545,1,1,31.97336356,43.99217221,16/05/2019
Short_Fractals1&3_Harmer_Murphy_127_2019-05-17T15-40-28-194Z.mat,38.01632479,79.78260312,0,0.058823529,0.04101,0.049388235,0.95899,0.891788235,1.9893,3.017294118,6.81385,8.444529412,1,0.85,38.01632479,47.01644065,17/05/2019
Short_Fractals1&3_Harmer_Murphy_232_2019-05-17T12-47-33-573Z.mat,48.66618982,97.4837995,0,0.096084211,0.108694737,0.160326316,0.891305263,0.743589474,1.341631579,2.670789474,3.090157895,4.541842105,0.95,0.95,48.66618982,69.25010401,17/05/2019
Short_Fractals1&3_Harmer_UCB2_009_2_2019-05-17T08-49-12-912Z.mat,67.92839672,84.66429382,0,0.088031579,0.0986,0.101,0.9014,0.810968421,1.9668,1.724789474,3.8846,3.704473684,1,0.95,67.92839672,58.23272692,17/05/2019
Short_Fractals1&3_Harmer_umd050_2019-05-17T09-43-07-533Z.mat,55.34373061,75.48901673,0,0,0.0973,0.185533333,0.9027,0.814466667,1.1743125,1.069733333,2.4475625,2.3006,0.8,0.75,55.34373061,75.48901673,17/05/2019
Short_Fractals1&3_Harmer_UCB2_017_1_2019-05-21T10-06-53-492Z.mat,94.47283572,209.3519717,0,0.358566667,0.30338,0.117944444,0.69662,0.523488889,1.34075,2.2525,3.924,4.490888889,1,0.9,94.47283572,53.59435465,21/05/2019
Short_Fractals1&3_Harmer_UCB2_012-1_2019-05-22T08-58-04-922Z.mat,28.80446386,92.03066246,0,0.155,0.03867,0.080129412,0.96133,0.764870588,1.35955,1.946823529,4.06225,5.388,1,0.85,28.80446386,50.36591633,22/05/2019
Short_Fractals1&3_Harmer_UCB2_020-1_2019-05-22T09-30-03-905Z.mat,49.35318865,203.1209267,0,0.285136842,0.1022,0.207263158,0.8978,0.5076,1.79975,2.663368421,3.69665,4.747842105,1,0.95,49.35318865,77.17863218,22/05/2019
Short_Fractals1&3_Harmer_UCB2_011-2_2019-05-23T10-56-48-602Z.mat,118.622231,218.7610466,0,0.347482353,0.231894737,0.270541176,0.768105263,0.381976471,3.945789474,3.056470588,6.622473684,5.989823529,0.95,0.85,118.622231,108.8497292,23/05/2019
Short_Fractals1&3_Harmer_UCB2_019_1_2019-05-23T10-18-22-746Z.mat,41.16574547,127.5736437,0,0.22505,0.08106,0.10752,0.91894,0.66743,1.0996,3.2741,2.86755,5.488,1,1,41.16574547,58.19221651,23/05/2019
Short_Fractals1&3_Harmer_UCB2_018-02_2019-05-24T09-55-41-277Z.mat,36.7922482,141.9259938,0,0.207022222,0.04585,0.1462,0.95415,0.646777778,1.1032,2.297833333,3.6999,5.2845,1,0.9,36.7922482,68.63003124,24/05/2019
Short_Fractals1&3_Harmer_UCB2_007_002_2019-05-29T09-57-56-388Z.mat,30.52274732,52.67604763,0,0.09787,0.04353,0.05308,0.95647,0.84905,1.04355,1.5694,3.67905,4.63155,1,1,30.52274732,41.72623097,29/05/2019
Short_Fractals1&3_Harmer_UCB2_013_2_2019-05-31T10-47-10-926Z.mat,47.3868354,234.5021773,0,0.2991375,0.19314,0.22615,0.80686,0.4747125,1.3603,2.2131875,4.95245,5.7789375,1,0.8,47.3868354,51.36383291,31/05/2019
Short_Fractals1&3_Harmer_UCB2_025-1_2019-05-31T10-39-28-253Z.mat,50.52233651,145.3713417,0,0.232011765,0.16134,0.213176471,0.83866,0.554811765,1.42555,2.399411765,4.6975,6.995882353,1,0.85,50.52233651,69.93932754,31/05/2019
Short_Fractals1&3_Harmer_umd054_2019-05-31T08-40-43-559Z.mat,33.2383961,95.43807764,0,0.236810526,0.04695,0.103063158,0.95305,0.660126316,1.3337,1.953526316,3.1065,4.113,1,0.95,33.2383961,50.42962514,31/05/2019
Short_Fractals1&3_Harmer_UCB2_012-2_2019-06-03T08-51-49-474Z.mat,24.03153598,141.0513903,0,0.200905882,0.08347,0.166952941,0.91653,0.632141176,1.2988,1.749411765,3.91545,5.298529412,1,0.85,24.03153598,47.1597244,03/06/2019
Short_Fractals1&3_Harmer_UCB2_022-1_2019-06-03T08-30-38-544Z.mat,48.658629,128.3872772,0,0.101258824,0.07346,0.152341176,0.92654,0.7464,1.1026,2.267882353,2.1993,3.647176471,1,0.85,48.658629,73.13202706,03/06/2019
Short_Fractals1&3_Harmer_trd029_2019-06-03T10-20-39-685Z.mat,55.43802995,242.4676358,0,0.3136,0.16057,0.227389474,0.83943,0.459010526,1.32995,1.626684211,2.516,2.850157895,1,0.95,55.43802995,69.35271059,03/06/2019
Short_Fractals1&3_Harmer_UCB2_017_2_2019-06-04T10-41-06-362Z.mat,87.64335884,114.2001105,0,0.225178947,0.19684,0.125010526,0.80316,0.649810526,1.29415,1.920368421,3.467,4.315526316,1,0.95,87.64335884,63.1992349,04/06/2019
Short_Fractals1&3_Harmer_056_2019-06-05T09-08-21-650Z.mat,42.03440181,119.0888255,0,0.224322222,0.09561,0.197433333,0.90439,0.578244444,1.1438,2.930222222,2.63185,4.842888889,1,0.9,42.03440181,73.53648089,05/06/2019
Short_Fractals1&3_Harmer_UCB2_019_2_2019-06-06T10-12-34-338Z.mat,33.27182022,139.5746406,0,0.183168421,0.13134,0.213926316,0.86866,0.602905263,1.1936,2.856052632,3.5691,5.671684211,1,0.95,33.27182022,70.85352017,06/06/2019
Short_Fractals1&3_Harmer_umd053_2019-06-06T11-26-33-405Z.mat,112.079194,274.4386496,0,0.3384,0.394888889,0.382626667,0.605111111,0.278973333,1.398722222,1.868933333,5.060333333,4.891333333,0.9,0.75,112.079194,112.0499424,06/06/2019
Short_Fractals1&3_Harmer_umd057_2019-06-10T11-00-36-078Z.mat,32.47106897,64.7740277,0,0.053111111,0.024884211,0.070855556,0.975115789,0.876033333,0.839736842,2.522888889,2.529368421,5.142722222,0.95,0.9,32.47106897,59.54367462,10/06/2019
Short_Fractals1&3_Harmer_UCB2_023-2_2019-06-12T09-43-57-998Z.mat,39.33097822,149.0694698,0,0.1541625,0.04948,0.2392625,0.95052,0.606575,1.1501,2.5093125,3.17525,5.1265625,1,0.8,39.33097822,96.20005719,12/06/2019
Short_Fractals1&3_Harmer_umd055_2019-06-12T08-48-05-627Z.mat,47.87161033,98.54143169,0,0.267315789,0.172,0.147,0.828,0.585684211,0.97095,3.351789474,2.4823,5.878421053,1,0.95,47.87161033,46.24528342,12/06/2019
Short_Fractals1&3_Harmer_UCB2_025-2_2019-06-14T11-22-22-561Z.mat,45.89625331,202.7026934,0,0.338447059,0.11404,0.166588235,0.88596,0.494964706,1.26205,2.685352941,4.79575,6.013823529,1,0.85,45.89625331,67.92375601,14/06/2019
Short_Fractals1&3_Harmer_UCB2_20_2_2019-06-14T09-12-47-637Z.mat,64.57735062,218.8695974,0,0.330144444,0.24171,0.268888889,0.75829,0.400966667,1.7618,3.06,3.71805,5.325055556,1,0.9,64.57735062,78.81462338,14/06/2019
Short_Fractals1&3_Harmer_UCB2_022-2_2019-06-17T08-56-18-435Z.mat,35.08566462,155.5399723,0,0.2285,0.08673,0.114675,0.91327,0.656825,1.0226,1.8421875,2.59765,3.764125,1,0.8,35.08566462,47.98053844,17/06/2019
Short_Fractals1&3_Harmer_umd058_2019-06-17T11-40-22-801Z.mat,61.72141555,119.6409035,0,0.184747368,0.097863158,0.083084211,0.902136842,0.732168421,0.948105263,2.058631579,1.966684211,3.524421053,0.95,0.95,61.72141555,63.69353688,17/06/2019
Short_Fractals1&3_Harmer_umd066_2019-06-17T08-56-54-636Z.mat,27.72987322,119.4456877,0,0.192305882,0.02273,0.0848,0.97727,0.722894118,1.40295,1.963705882,3.3297,4.825470588,1,0.85,27.72987322,64.74180815,17/06/2019
Short_Fractals1&3_Harmer_umd059_2019-06-26T11-42-25-643Z.mat,21.31135698,103.1040939,0,0.100788889,0.066694737,0.173222222,0.933305263,0.725988889,1.024157895,2.140555556,3.385947368,4.507222222,0.95,0.9,21.31135698,59.71175012,26/06/2019
Short_Fractals1&3_Harmer_umd065_2019-07-08T09-11-38-819Z.mat,28.39475158,75.47505371,0,0.103588889,0.097842105,0.074588889,0.902157895,0.821822222,0.922052632,1.5705,2.252631579,2.905166667,0.95,0.9,28.39475158,25.27952737,08/07/2019
Short_Fractals1&3_Harmer_TRD032_2019-07-09T12-04-39-953Z.mat,35.12326596,101.9092688,0,0.09574,0.04498,0.05808,0.95502,0.84618,1.34805,2.75065,3.59395,5.71515,1,1,35.12326596,38.85589879,09/07/2019
Short_Fractals1&3_Harmer_UCB2_026_02_2019-07-19T10-38-47-555Z.mat,81.04038897,172.1973141,0,0.293810526,0.20034,0.1946,0.79966,0.511589474,2.04625,1.552789474,4.064,3.675842105,1,0.95,81.04038897,59.72383477,19/07/2019
Short_Fractals1&3_Harmer_trd036_2019-07-19T15-14-03-568Z.mat,24.1443193,64.08379597,0,0.1586125,0.04395,0.0753375,0.95605,0.76605,0.9453,2.005625,3.7068,4.663375,1,0.8,24.1443193,39.79655947,19/07/2019
Short_Fractals1&3_Harmer_umd062_2019-07-19T06-35-49-191Z.mat,39.81487506,74.90994155,0,0.138733333,0.008989474,0.038466667,0.991010526,0.8228,1.061894737,1.771555556,2.789263158,3.751555556,0.95,0.9,39.81487506,43.90219921,19/07/2019
Short_Fractals1&3_Harmer_umd040_2019-07-31T07-40-31-460Z.mat,54.16720997,177.3722443,0,0.221825,0.13137,0.158575,0.86863,0.6196,1.291,2.1480625,3.57115,4.6819375,1,0.8,54.16720997,66.40949678,31/07/2019
Short_Fractals1&3_Harmer_trd025_2019-08-07T14-54-49-100Z.mat,59.24283217,118.5905803,0,0.189473684,0.076452632,0.118484211,0.923547368,0.692042105,1.361842105,4.067263158,6.504947368,8.911368421,0.95,0.95,59.24283217,57.31997371,07/08/2019
Short_Fractals1&3_Harmer_umd070_2019-08-13T10-48-18-325Z.mat,43.33302977,218.9706021,0,0.31185,0.12182,0.3183875,0.87818,0.3697625,0.8926,1.53125,2.46535,2.863375,1,0.8,43.33302977,87.9353493,13/08/2019
Short_Fractals1&3_Harmer_umd073_2019-08-21T11-07-04-294Z.mat,58.92234331,152.2632018,0,0.207311111,0.119210526,0.0912,0.880789474,0.701488889,0.841526316,2.078222222,2.038842105,3.512333333,0.95,0.9,58.92234331,55.51476564,21/08/2019
Short_Fractals1&3_Harmer_UCB2_27_1_2019-08-22T10-35-19-933Z.mat,53.88081981,138.1985838,0,0.141168421,0.104631579,0.094978947,0.895368421,0.763852632,1.712631579,4.015157895,4.340052632,7.168368421,0.95,0.95,53.88081981,52.68568917,22/08/2019
Short_Fractals1&3_Harmer_UCB2_27m10_2_2019-09-05T10-04-50-654Z.mat,45.12553725,158.0642562,0,0.296578947,0.06556,0.136768421,0.93444,0.566652632,1.32845,4.206578947,3.82945,7.350842105,1,0.95,45.12553725,61.30087092,05/09/2019
Short_Fractals1&3_Harmer_umd069b_2019-09-12T12-04-36-601Z.mat,48.08582212,134.5273242,0,0.1533625,0.11428,0.1412125,0.88572,0.705425,0.9934,2.3440625,2.08165,3.587,1,0.8,48.08582212,57.38007738,12/09/2019
Short_Fractals1&3_Harmer_umd079_2019-09-18T07-25-04-473Z.mat,38.92913017,66.68477067,0,0.131021053,0.02282,0.046263158,0.97718,0.822715789,0.8361,1.537789474,2.3134,3.695684211,1,0.95,38.92913017,56.56514309,18/09/2019
Short_Fractals1&3_Harmer_UCB2_30_2019-09-19T10-16-07-850Z.mat,42.96101458,187.9530413,0,0.372925,0.213821053,0.22075,0.786178947,0.406325,1.235684211,2.2154375,2.723736842,3.79775,0.95,0.8,42.96101458,46.87259433,19/09/2019
Short_Fractals1&3_Harmer_umd078_2019-09-19T14-17-27-746Z.mat,116.7760124,205.9325435,0,0.304070588,0.1842,0.187741176,0.8158,0.508188235,2.6421,1.860294118,3.97725,3.435176471,1,0.85,116.7760124,74.06221104,19/09/2019
Short_Fractals1&3_Harmer_UCB2_032_2019-10-02T10-02-23-334Z.mat,72.88065637,246.1400353,0,0.4017125,0.24633,0.2523125,0.75367,0.345975,1.8687,3.9501875,4.316,6.5398125,1,0.8,72.88065637,80.84689537,02/10/2019
Short_Fractals1&3_Harmer_UCB2_028-1_2019-10-03T10-03-06-810Z.mat,63.51605605,112.602503,0,0.202835294,0.08673,0.094494118,0.91327,0.702670588,1.43875,2.843529412,4.2794,5.946235294,1,0.85,63.51605605,63.74513792,03/10/2019
Short_Fractals1&3_Harmer_UCB2_30-m11-2_2019-10-04T09-26-56-095Z.mat,47.5285374,127.7377394,0,0.159371429,0.155926316,0.185885714,0.844073684,0.654742857,1.119631579,2.3115,2.305,3.582428571,0.95,0.7,47.5285374,58.79856542,04/10/2019
Short_Fractals1&3_Harmer_UCB2_34_1_2019-10-08T09-57-41-626Z.mat,35.10467575,130.8067605,0,0.143852632,0.03419,0.084768421,0.96581,0.771378947,1.138,2.240526316,2.5992,4.344105263,1,0.95,35.10467575,56.22907931,08/10/2019
Short_Fractals1&3_Harmer_UCB2_033-RV2_2019-10-11T09-01-37-798Z.mat,69.55352877,322.2241925,0,0.424333333,0.19647,0.243373333,0.80353,0.332293333,1.5059,2.704133333,3.66625,4.643933333,1,0.75,69.55352877,90.19005605,11/10/2019
Short_Fractals1&3_Harmer_UCB2_36_1_2019-10-11T10-11-23-361Z.mat,60.71920029,146.9598694,0,0.177147368,0.15923,0.199126316,0.84077,0.623726316,1.18375,2.351789474,3.13335,4.378,1,0.95,60.71920029,83.08933925,11/10/2019
Short_Fractals1&3_Harmer_UCB2_032-2_2019-10-16T08-29-04-157Z.mat,67.96059947,268.8436172,0,0.47492,0.3239,0.247986667,0.6761,0.277093333,2.0463,2.882866667,4.4381,5.507066667,1,0.75,67.96059947,56.61099439,16/10/2019
Short_Fractals1&3_Harmer_trd041_2019-10-16T11-15-59-068Z.mat,32.39942922,53.34592511,0,0,0.00246,0.02962,0.99754,0.97038,0.8519,1.55655,2.5417,3.3428,1,1,32.39942922,53.34592511,16/10/2019
Short_Fractals1&3_Harmer_UCB2_39_1_2019-10-17T10-07-13-564Z.mat,30.14877016,105.1349789,0,0.097947368,0.05416,0.090726316,0.94584,0.811326316,1.0425,2.152315789,3.0209,4.220473684,1,0.95,30.14877016,50.08136212,17/10/2019
Short_Fractals1&3_Harmer_TRD033_2019-10-18T11-37-50-049Z.mat,71.18593132,168.6850762,0,0.258015385,0.179526316,0.159538462,0.820473684,0.582446154,1.420947368,2.074923077,4.003894737,4.583307692,0.95,0.65,71.18593132,69.75540137,18/10/2019
Short_Fractals1&3_Harmer_UCB2_028-2_2019-10-18T09-45-47-118Z.mat,43.69540936,95.34438972,0,0.0999,0.11514,0.134825,0.88486,0.765275,1.0861,2.182375,3.3962,4.784875,1,0.8,43.69540936,51.46624914,18/10/2019
Short_Fractals1&3_Harmer_UCB2_38_1_2019-10-23T10-04-02-389Z.mat,49.57491977,167.2117698,0,0.136155556,0.079536842,0.199522222,0.920463158,0.664322222,0.837473684,1.983611111,1.754684211,3.066611111,0.95,0.9,49.57491977,91.90216859,23/10/2019
Short_Fractals1&3_Harmer_UCB2_40_1-2_2019-10-24T10-11-51-813Z.mat,57.72076977,218.00218,0,0.315988235,0.1627,0.198588235,0.8373,0.485423529,0.9336,2.408235294,2.7362,4.474470588,1,0.85,57.72076977,76.7649249,24/10/2019
Short_Fractals1&3_Harmer_UCB2_37_1_2019-10-25T09-15-35-473Z.mat,42.20185204,216.9864692,0,0.285788889,0.236936842,0.204966667,0.763063158,0.509244444,1.112315789,2.261277778,2.765842105,3.774555556,0.95,0.9,42.20185204,39.01730377,25/10/2019
Short_Fractals1&3_Harmer_UCB2_35-1_2019-10-29T10-10-55-849Z.mat,93.71758597,243.8956033,0,0.31652,0.16909,0.19668,0.83091,0.4868,2.8027,2.956466667,4.65555,4.871866667,1,0.75,93.71758597,101.3624247,29/10/2019
Short_Fractals1&3_Harmer_umd083_2019-10-29T14-43-52-215Z.mat,285.7523577,297.2673378,0,0.397431579,0.65672,0.407768421,0.34328,0.1948,1.33925,2.222421053,2.06205,3.048842105,1,0.95,285.7523577,212.26993,29/10/2019
Short_Fractals1&3_Harmer_umd086_2019-10-29T10-17-15-748Z.mat,78.13424138,177.8957073,0,0.2336625,0.215936842,0.185775,0.784063158,0.5805625,1.756947368,1.7884375,2.707473684,2.8185625,0.95,0.8,78.13424138,59.99060486,29/10/2019
Short_Fractals1&3_Harmer_UCB2_39_2_2019-11-01T11-05-13-584Z.mat,34.82071511,141.6194762,0,0.193933333,0.07479,0.109311111,0.92521,0.696755556,1.0308,1.861555556,2.6147,3.817611111,1,0.9,34.82071511,51.00645203,01/11/2019
Short_Fractals1&3_Harmer_UCB2_38_2_2019-11-05T11-08-40-592Z.mat,62.12000135,201.1140359,0,0.275514286,0.20608,0.231971429,0.79392,0.492514286,0.7256,1.582857143,1.6034,2.690214286,1,0.7,62.12000135,65.64219324,05/11/2019
Short_Fractals1&3_Harmer_UCB2_033-2_2019-11-07T09-52-16-274Z.mat,62.62055998,175.2127008,0,0.255894118,0.0858,0.172082353,0.9142,0.572023529,1.75455,3.646470588,4.6064,6.231058824,1,0.85,62.62055998,94.59014901,07/11/2019
Short_Fractals1&3_Harmer_UCB2_40_2_2019-11-07T11-02-36-662Z.mat,59.89106951,157.9802799,0,0.25662,0.0978,0.11455,0.9022,0.62883,0.96345,2.4073,2.8099,4.42735,1,1,59.89106951,69.21768846,07/11/2019
Short_Fractals1&3_Harmer_UCB2_37_2_2019-11-08T10-16-22-815Z.mat,37.12862348,126.2090865,0,0.2396875,0.25476,0.253525,0.74524,0.5067875,1.1266,1.8635,2.66,3.599875,1,0.8,37.12862348,42.24530317,08/11/2019
Short_Fractals1&3_Harmer_UCB2_test2_2019-11-12T12-42-00-695Z.mat,86.20637498,242.7496797,0,0.318815385,0.32292,0.167415385,0.67708,0.513769231,0.94175,1.845615385,1.8615,2.927384615,1,0.65,86.20637498,48.40915118,12/11/2019
Short_Fractals1&3_Harmer_UCB2_035_2_2019-11-13T10-31-29-233Z.mat,64.84360283,192.0223972,0,0.197164706,0.08817,0.206682353,0.91183,0.596152941,1.3737,2.282058824,2.8701,3.894647059,1,0.85,64.84360283,105.1552632,13/11/2019
Short_Fractals1&3_Harmer_trd045_2019-11-13T10-55-34-729Z.mat,27.94073108,133.4413498,0,0.201811111,0.08188,0.166011111,0.91812,0.632177778,1.31725,2.444666667,3.14915,4.350611111,1,0.9,27.94073108,57.79472652,13/11/2019
Short_Fractals1&3_Harmer_UCB2_36_2_2019-11-15T11-03-22-624Z.mat,72.409543,130.4115938,0,0.199066667,0.15633,0.139477778,0.84367,0.661455556,1.05375,2.063166667,2.5498,3.712388889,1,0.9,72.409543,67.23942548,15/11/2019
Short_Fractals1&3_Harmer_trd043_2019-11-18T11-47-37-224Z.mat,52.94442098,202.4477626,0,0.376035294,0.24728,0.351588235,0.75272,0.272376471,0.88675,1.610294118,1.9146,2.629176471,1,0.85,52.94442098,82.12756222,18/11/2019
Short_Fractals1&3_Harmer_UCB2_jr482_2019-11-26T12-44-37-801Z.mat,25.28975043,154.2237375,0,0.329977778,0.105058824,0.216911111,0.894941176,0.453111111,1.572,4.9105,2.975,6.215222222,0.85,0.9,25.28975043,72.23414336,26/11/2019
Short_Fractals1&3_Harmer_UMD082_2019-11-28T10-03-21-580Z.mat,50.51986939,138.7889086,0,0.155261538,0.084357895,0.193753846,0.915642105,0.650984615,1.064631579,2.823846154,2.779684211,4.885923077,0.95,0.65,50.51986939,83.91949274,28/11/2019
Short_Fractals1&3_Harmer_umd092_2019-12-02T15-06-11-325Z.mat,64.08758235,84.00439941,0,0.05,0.10096,0.08003,0.89904,0.86997,1.32805,1.91425,2.9441,3.7788,1,1,64.08758235,54.38896448,02/12/2019
Short_Fractals1&3_Harmer_TRD047_2019-12-05T14-25-29-068Z.mat,55.31893491,67.51859134,0,0.098031579,0.0769,0.069336842,0.9231,0.832631579,1.0116,2.495789474,2.54005,4.550684211,1,0.95,55.31893491,49.99662471,05/12/2019
Short_Fractals1&3_Harmer_umd093_2019-12-09T10-07-34-682Z.mat,25.16504484,73.0350342,0,0.1433,0.00233,0.02532,0.99767,0.83138,1.2445,2.0623,4.65775,7.16295,1,1,25.16504484,38.08605364,09/12/2019
Short_Fractals1&3_Harmer_TRD049_2019-12-17T12-16-42-768Z.mat,34.27980168,162.9284359,0,0.208905263,0.0922,0.208884211,0.9078,0.582210526,0.9534,1.982631579,2.62155,4.211157895,1,0.95,34.27980168,64.00389414,17/12/2019
Short_Fractals1&3_Harmer_TRD051_2019-12-18T13-12-03-393Z.mat,35.87086495,94.75317454,0,0.018258824,0.02438,0.119882353,0.97562,0.861858824,1.1953,1.948823529,3.058,4.274294118,1,0.85,35.87086495,76.24316726,18/12/2019
Short_Fractals1&3_Harmer_UMD095_2020-01-09T08-28-06-857Z.mat,48.63695606,183.4616889,0,0.179494737,0.043455556,0.125084211,0.956544444,0.695421053,1.446,2.037894737,3.495111111,4.174052632,0.9,0.95,48.63695606,84.30664272,09/01/2020
Short_Fractals1&3_Harmer_umd100_2020-01-20T09-09-51-796Z.mat,34.33595008,159.4560069,0,0.27865,0.14412,0.3136625,0.85588,0.4076875,0.8566,1.6434375,2.2086,3.031,1,0.8,34.33595008,68.78183701,20/01/2020
Short_Fractals1&3_Harmer_umd077_2020-01-22T09-16-19-774Z.mat,42.97689689,192.571681,0,0.300386667,0.13217,0.243893333,0.86783,0.45572,1.14115,2.079,2.8037,3.945066667,1,0.75,42.97689689,75.57302211,22/01/2020
Short_Fractals1&3_Harmer_TRD053_2020-01-24T12-26-44-432Z.mat,30.38071002,96.22487962,0,0.120410526,0.038305263,0.214905263,0.961694737,0.664684211,0.946,2.237894737,2.547684211,4.463736842,0.95,0.95,30.38071002,80.15608244,24/01/2020
